"","E003","E004","E005","E006","E007","E011","E012","E013","E016","E024","E050","E053","E054","E058","E065","E066","E070","E071","E079","E084","E085","E094","E095","E096","E097","E098","E100","E104","E105","E106","E109","E112","E113"
"ENSG00000180878",0,0,0,0,0,0,0,0,0,0,0.024,0.14,0.247,0,0.095,0,0.025,0,0.025,1.188,0.705,0,0.003,0.015,0,0.023,0.037,0.012,0.003,0.037,0.034,0.01,0
"ENSG00000180879",35.761,23.534,31.096,32.943,18.154,23.717,20.247,40.84,25.908,24.609,21.428,11.757,12.825,18.199,49.773,83.157,25.734,32.268,37.496,19.012,22.625,91.922,27.446,115.329,28.746,155.11,9.19,33.943,58.098,41.806,66.019,33.157,41.32
"ENSG00000180881",0.635,0.343,0.224,0.245,1.536,1.108,1.049,0.532,0.633,0.655,3.375,0.468,1.383,0.282,1.932,0.324,0.711,1.793,0.772,0.526,0.199,0.572,1.12,1.983,1.612,0.801,1.801,2.24,1.924,0.201,0.344,1.066,1.3
"ENSG00000180884",2.674,5.998,1.75,2.952,2.93,5.796,2.16,8.2,3.377,2.322,18.642,1.833,2.452,0.999,1.409,0.905,2.196,0.521,1.604,3.261,3.478,1.451,1.807,2.526,3.365,1.683,1.13,1.245,1.997,2.75,3.509,2.843,3.616
"ENSG00000180891",5.655,7.526,9.898,19.741,21.317,30.485,10.167,8.34,9.016,2.607,0.551,33.911,43.757,7.769,16.425,1.584,15.466,14.777,26.866,5.842,2.236,21.002,23.073,18.949,9.763,22.247,28.916,28.55,22.044,10.095,9.431,7.221,9.064
"ENSG00000180900",14.859,16.464,17.046,8.59,25.189,32.232,32.818,17.671,27.001,24.617,12.481,61.904,56.167,27.403,9.963,2.671,27.902,10.756,66.224,14.96,15.35,36.954,26.031,37.398,22.292,79.681,41.167,17.064,23.413,43.957,31.188,27.111,35.32
"ENSG00000180901",16.323,36.76,13.879,9.778,23.095,21.011,23.649,14.425,24.312,21.587,18.866,27.637,25.499,10.289,18.449,5.981,22.3,40.063,18.752,9.742,8.481,20.099,28.761,21.736,40.419,20.843,55.662,23.836,19.182,20.816,18.416,20.89,31.937
"ENSG00000180902",1.317,0.641,1.306,1.701,2.001,4.019,5.821,3.362,2.823,2.72,6.365,6.097,6.755,4.176,2.352,6.308,2.955,6.988,17.336,12.589,15.345,8.548,3.722,14.067,9.995,55.3,4.924,6.206,5.161,12.033,7.148,15.722,26.137
"ENSG00000180909",0,0,0,0,0,0.051,0,0.036,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0.02
"ENSG00000180913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000180914",1.435,1.307,8.554,1.443,0.707,4.947,0.807,1.002,1.871,1.837,0.357,0.344,0.301,0.675,0.353,0.047,1.539,7.015,0.914,1.332,0.615,0.029,0.206,1.517,5.467,0.337,0.083,0.113,0.237,0.213,0.382,1.392,0.237
"ENSG00000180917",4.827,5.393,8.112,9.719,10.962,13.027,12.899,8.924,8.218,6.698,16.247,4.716,7.637,14.057,9.865,6.727,4.822,2.627,8.954,17.208,19.351,6.185,3.884,10.13,5.544,8.262,11.653,4.442,3.725,7.948,8.86,18.711,15.516
"ENSG00000180919",0,0,0,0,0,0,0,0,0,0,0.102,0,0.011,0,0,0,0,0,0,0.141,0.21,0,0,0,0.004,0,0.002,0,0,0,0.004,0,0
"ENSG00000180921",20.776,25.037,49.233,4.16,12.964,8.508,18.508,8.448,21.877,29.999,1.315,0.257,0.199,83.936,3.298,5.156,0.559,1.232,51.462,12.728,14.629,20.363,0.531,31.51,0.452,37.074,0.054,1.412,0.338,33.471,25.285,9.877,1.799
"ENSG00000180929",0.231,0.042,0.011,0.013,0.061,0.009,0.004,0.054,0.092,0.132,0.04,0.132,0.212,0.01,0,0.271,0.161,14.729,0.112,0.138,0.092,0.118,0.059,0.027,0.253,0.108,0.683,0.372,0.042,0.028,0.088,0.017,0.119
"ENSG00000180934",0.009,0,0.019,0,0,0,0.007,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0.028,0
"ENSG00000180938",0.808,0.641,0.471,0.257,0.925,0.166,1.074,0.266,0.614,1.561,2.131,1.065,1.142,0.768,0.805,0.663,0.595,0.892,0.789,2.371,2.948,1.2,0.531,0.767,2.008,0.625,0.138,0.699,0.464,0.926,0.963,2.38,2.095
"ENSG00000180953",7.43,10.502,5.401,3.173,7.084,4.908,8.196,6.815,6.313,6.637,5.868,2.847,3.325,3.737,6.764,4.88,3.754,5.302,3.911,6.466,6.534,6.394,3.395,4.657,3.29,8.395,2.139,4.054,6.082,5.048,4.672,16.615,13.102
"ENSG00000180957",13.308,23.453,29.11,14.008,15.449,12.532,11.844,17.326,16.243,9.507,11.985,10.014,9.981,19.46,32.84,13.954,9.633,9.183,15.149,10.944,9.901,12.181,8.161,6.817,9.685,6.252,7.065,8.284,7.326,9.118,9.676,11.322,9.779
"ENSG00000180964",105.201,184.891,98.722,165.543,103.969,58.297,46.52,80.958,90.334,74.034,60.822,23.885,32.12,51.687,144.293,58.003,40.01,72.049,39.624,67.034,70.479,109.981,37.067,57.701,62.707,34.419,9.542,86.571,40.747,40.648,46.436,99.886,63.83
"ENSG00000180974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000180979",4.504,6.445,8.539,8.235,7.684,9.887,10.086,9.208,7.489,3.012,20.489,7.133,6.038,8.205,7.009,3.307,7.57,6.535,6.62,12.102,12.826,12.023,9.333,6.976,8.199,5.744,6.166,6.334,6.171,9.158,8.785,12.288,8.154
"ENSG00000180988",0.405,0.459,0.047,0,0.026,0,0,0,0,0.107,0.422,0,0,0.008,0,0,0,0,0,0.009,0,0.453,0,0.017,0,0.021,0,0,0.015,0.081,0.13,0.227,0.063
"ENSG00000180998",1.463,0.547,0.786,0.232,3.21,2.936,2.75,2.949,1.22,3.389,0.355,3.838,4.406,0.08,0.083,0.169,6.372,2.84,0.247,1.898,0.889,0.247,0.678,0.521,0.568,0.328,0.253,0.497,0.701,0.198,0.488,0.886,0.74
"ENSG00000180999",0.001,0.006,13.126,0,0.161,0.042,0.017,0.222,0.027,0.003,0.024,0.021,0.024,0,0,0.062,0,0.167,0.015,0.85,0.35,0.225,1.895,0.01,0,0.091,0.079,10.167,2.211,0.006,0.056,0.14,0
"ENSG00000181001",0,0,0,0,0,0,0,0,0,0.008,0.078,0,0,0,0,0,0,0,0,0.009,0,0,0.017,0,0,0,0,0,0,0,0,0,0
"ENSG00000181004",1.034,1.083,0.953,2.939,3.545,3.548,4.444,4.61,2.315,1.207,0.964,1.541,2.41,1.657,3.96,0.509,1.062,1.837,1.383,4.869,5.664,1.705,5.653,1.87,2.919,0.902,3.911,3.567,3.707,1.658,1.568,3.226,1.425
"ENSG00000181007",6.034,5.873,3.062,1.675,7.334,7.054,8.9,5.489,8.88,8.218,3.351,3.287,3.907,2.085,2.138,0.349,5.143,3.278,1.332,2.94,2.519,1.212,1.88,1.542,4.552,1.365,0.632,2.47,1.75,1.436,1.06,3.358,3.1
"ENSG00000181009",0.006,0,0,0,0,0,0,0,0,0.018,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0
"ENSG00000181013",0.003,0,0.007,0,0,0.01,0.004,0,0,0.007,0.003,0.007,0,0,0,0,0,0,0,0.392,0.2,0,0.012,0.025,0.016,0.058,0.007,0.017,0.011,0.017,0,0.005,0.008
"ENSG00000181016",0.616,0.432,1.11,0.333,0.421,0.689,0.52,0.796,0.281,0.478,0.839,0.224,0.234,0.145,5.265,1.275,0.486,2.289,1.773,1.008,0.762,0.843,1.216,2.34,0.383,7.772,9.127,1.893,1.253,1.592,0.953,2.623,1.129
"ENSG00000181019",25.924,37.8,24.13,151.445,5.08,16.684,6.673,19.818,32.749,12.718,4.787,14.779,7.692,39.389,34.269,0.835,1.112,38.973,31.475,5.09,5.645,198.866,5.054,51.755,6.04,2.758,13.82,9.35,7.188,48.902,42.719,4.703,13.136
"ENSG00000181023",0.076,0,0.009,0,0.011,0,0,0,0,0.061,0.186,0,0,0,0,0,0,0,0,0,0.016,0,0,0.125,0.02,0,0,0.028,0,0.125,0.013,0.12,0.03
"ENSG00000181026",29.023,28.114,22.561,12.281,21.817,17.128,15.543,17.735,33.281,23.242,3.486,11.588,10.431,9.413,4.946,2.557,1.027,4.529,4.093,2.762,2.9,13.036,7.462,7.733,3.968,8.511,14.331,2.421,6.375,8.651,7.68,7.493,11.775
"ENSG00000181027",15.614,14.152,9.175,12.433,8.997,11.175,14.588,8.539,12.015,13.946,4.932,11.753,12.197,7.614,3.764,3.621,4.643,7.653,9.555,6.483,5.728,5.651,11.924,6.899,9.911,15.672,6.603,11.541,12.284,6.086,6.085,9.012,10.545
"ENSG00000181029",37.191,35.471,39.801,55.508,37.461,29.529,29.997,30.533,34.358,42.159,31.045,38.073,36.891,44.395,25.804,105.058,57.319,103.148,82.877,23.313,24.338,90.689,59.725,129.831,44.553,79.931,28.41,62.283,152.244,46.328,50.251,36.971,76.647
"ENSG00000181031",2.052,2.617,0.872,2.292,4.021,2.263,3.569,2.576,1.971,1.417,1.509,0.288,0.499,0.122,2.931,7.631,0.575,1.984,5.455,3.693,5.329,17.087,2.94,19.19,8.581,53.099,4.393,4.116,3.554,7.293,8.063,2.365,21.182
"ENSG00000181035",1.973,0.651,1.905,3.925,4.054,2.923,2.959,3.698,2.083,2.364,5.627,4.27,5.088,0.68,4.889,42.004,8.295,10.753,6.923,6.593,11.049,5.846,15.421,6.699,18.318,9.993,23.236,9.512,14.979,7.399,4.835,10.489,12.782
"ENSG00000181036",0.001,0.004,0.003,0,0.005,0,0,0,0,0,0.191,0,0,0,1.044,1.047,0.011,0.184,0.058,0.275,0.107,0.097,0.033,0.425,0.053,0.245,0.032,0.098,0.077,0.224,0.223,0.332,1.375
"ENSG00000181038",26.03,15.339,11.238,23.845,21.027,13.542,16.884,16.689,18.816,18.096,33.033,11.059,11.875,21.436,27.83,49.803,12.14,18.255,18.683,16.076,18.254,41.845,14.667,35.23,26.827,27.424,27.433,23.032,21.64,17.741,18.869,47.547,58.665
"ENSG00000181039",0.115,0.132,0.088,4.262,0.133,0.491,0.255,0.707,0.115,0.172,0.852,1.321,1.048,1.013,1.191,0.272,2.815,6.27,0.966,0.583,0.249,0.325,1.507,0.666,0.634,0.687,11.295,1.993,1.863,0.445,0.495,1.075,1.204
"ENSG00000181045",12.123,6.16,12.817,11.493,11.742,14.177,11.639,11.459,8.099,11.609,0.119,19.157,16.726,2.878,5.652,4.33,9.101,11.279,8.582,42.824,34.152,4.304,2.158,38.419,19.375,24.437,1.765,3.433,3.448,6.567,6.999,15.943,20.58
"ENSG00000181061",56.69,146.475,147.631,71.706,78.232,89.537,47.446,73.41,87.472,47.532,30.847,42.466,56.794,110.511,271.213,235.693,30.804,123.602,100.742,46.115,46.367,281.004,232.598,58.674,42.526,32.409,69.915,216.428,244.103,214.766,121.15,95.104,61.007
"ENSG00000181072",0.029,0,0.017,21.175,0.001,0.037,0.015,0.178,0.017,0.021,0.001,0.005,0.002,0,0.193,0.32,0.285,0.19,5.561,3.271,0.333,0.194,13.841,0.729,0.052,0.009,0.001,27.043,11.901,2.354,0.337,0.006,0
"ENSG00000181074",0.507,0,0.068,0.02,0.121,0.009,0.007,0,0.059,0.12,1.21,0,0,0.016,0,0.13,0,0.2,0.128,0.031,0.008,0,0.023,0.436,0.469,0,0.01,0.033,0.057,0.525,0.057,0.717,1.308
"ENSG00000181085",4.097,1.476,1.487,1.035,17.371,18.118,10.854,3.122,2.942,1.769,1.355,0.176,0.816,0.325,0.64,0.053,5.349,8.827,0.736,2.13,0.929,0.889,0.046,11.77,0.487,19.817,0.015,0.195,0.065,0.458,0.176,9.073,1.402
"ENSG00000181090",12.201,13.345,6.823,4.697,11.985,12.64,14.295,7.468,13.956,14.49,10.585,11.827,11.9,7.244,2.982,2.314,9.894,4.208,8.568,5.159,5.033,6.515,4.368,7.922,11.173,11.595,4.152,4.433,4.956,8.761,7.532,9.96,12.351
"ENSG00000181092",0,0.001,0.001,0.002,0,0.004,0.005,0,0,0.003,0.002,0.006,0,0,0.061,0,0,0,6.754,0.002,0.001,0.386,13.165,0.018,0,6.686,2.083,10.145,17.909,22.589,38.045,0.374,0.014
"ENSG00000181104",32.852,12.124,6.764,307.34,48.701,38.559,26.956,103.836,23.611,25.651,43.168,65.679,71.985,35.578,29.715,23.348,42.478,1.061,5.649,32.791,23.539,7.224,11.849,4.985,7.265,0.639,1.03,4.487,15,4.774,9.536,6.938,10.363
"ENSG00000181135",1.854,1.907,2.108,1.439,1.689,2.133,2.83,1.775,2.254,1.225,2.091,1.935,1.911,1.54,3.044,0.599,0.663,1.395,3.383,2.377,2.388,3.339,2.031,4.445,2.696,8.383,1.386,2.72,2.24,4.056,3.035,7.915,9.027
"ENSG00000181143",0.071,0.006,0.026,0,0.001,0.003,0.005,0.001,0.018,0.291,0,0.003,0.001,0.008,0.003,0,0.001,0.001,0.014,0.11,0.001,0.004,0,2.03,0.1,0.398,0,0.001,0,0.003,0,0.814,0.008
"ENSG00000181163",613.523,872.651,246.479,233.805,503.049,196.041,254.505,263.025,481.869,220.392,431.139,49.994,58.077,232.821,379.722,81.299,74.997,56.464,117.521,173.613,157.561,194.558,72.362,159.231,331.732,139.987,63.934,60.175,73.418,147.074,215.509,241.548,202.594
"ENSG00000181191",17.522,18.559,15.036,16.25,30.634,29.182,23.982,21.72,29.614,17.41,10.262,29.938,32.863,15.782,17.883,4.469,71.458,22.752,9.039,17.877,14.947,10.762,9.271,3.722,21.568,4.802,7.435,8.84,8.161,7.658,9.206,9.446,8.401
"ENSG00000181192",24.543,13.014,13.331,7.21,17.398,18.742,20.081,12.52,22.566,19.583,15.518,24.592,20.839,19.658,5.517,97.866,17.384,16.663,9.525,7.594,7.621,12.685,15.487,10.648,15.622,15.961,8.737,8.559,13.545,11.561,9.475,11.608,9.968
"ENSG00000181195",0.33,0.398,0.012,0,0.035,0.904,0.319,1.718,0.441,0.238,0.012,0.008,0.116,0.015,0.328,0.015,37.626,0.522,0.268,24.058,0,0.037,0.06,0.286,12.31,0.015,0.089,0.02,0.03,5.817,0.172,0.395,0.028
"ENSG00000181215",0.035,0.077,0,0,0.007,0.054,0.019,0,0.054,0.121,0.061,0,0,0,0,0,0.112,0.843,0.031,0.222,0.019,0,0,0.058,0.028,0.083,0,0.015,0,0.131,0.356,0.103,0.06
"ENSG00000181218",10.514,10.537,18.612,7.072,5.874,11.203,9.133,7.536,47.708,7.725,62.403,14.681,15.802,5.583,6.845,0.379,98.061,1.299,17.598,14.718,10.248,14.617,14.62,6.497,19.377,3.623,0.464,12.429,14.651,14.354,34.694,13.253,16.615
"ENSG00000181220",3.342,4.032,4.435,4.306,5.249,4.339,5.488,4.725,4.279,4.872,7.279,5.859,6.466,6.453,2.097,2.104,5.091,3.207,4.156,3.827,3.59,4.153,2.639,4.83,4.78,7.35,3.169,2.632,2.789,3.752,3.594,7.222,7.49
"ENSG00000181222",63.227,59.726,63.958,37.32,43.958,61.795,74.617,53.585,64.513,119.335,57.755,126.356,110.118,89.384,9.448,13.348,113.576,20.1,31.511,56.103,63.029,19.11,14.906,21.873,30.64,43.767,54.391,20.369,12.595,36.958,27.804,22.241,23.718
"ENSG00000181234",0.654,0.47,0.034,0,0.119,26.992,26.902,8.287,7.201,0.325,0,0.171,5.392,0,0,0.011,3.2,8.47,8.517,0.925,0.19,1.278,1.271,0.464,3.415,3.66,0.442,5.543,2.344,1.558,3.47,0.361,0.167
"ENSG00000181240",0.339,0.093,0.121,0.104,0.567,0.682,0.589,0.241,0.38,0.441,0.034,0.44,0.467,0.14,0,0.13,0.846,8.645,1.472,0.277,0.269,0.227,1.163,0.537,0.435,2.166,0.306,0.397,1.659,1.156,0.39,0.327,0.937
"ENSG00000181264",5.977,2.637,3.81,4.306,9.893,7.063,8.785,6.352,4.443,4.172,4.645,3.786,4.195,0.816,2.319,0.666,7.688,11.163,1.58,2.666,2.216,1.119,7.114,1.404,3.859,1.714,0.384,6.433,6.756,0.699,1.281,1.312,1.722
"ENSG00000181273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0.015,0,0,0,0,0,0,0,0.023,0.013,0,0,0.033
"ENSG00000181274",38.009,34.407,5.235,3.449,6.778,8.571,9.473,6.462,30.254,65.745,13.14,2.25,4.831,6.105,9.054,10.991,3.783,5.802,7.4,16.63,16.987,13.143,3.734,8.321,3.538,6.72,20.409,3.579,3.895,22.059,32.37,13.088,23.077
"ENSG00000181284",6.085,2.525,5.889,2.134,0.611,2.002,0.832,3.291,3.237,7.989,5.036,1.91,1.205,9.641,2.047,1.072,0.169,0.459,5.485,4.456,5.828,6.009,2.951,5.97,0.624,4.218,2.458,2.001,3.979,11.252,8.364,4.618,10.172
"ENSG00000181291",0.198,0.076,1.45,0,0.268,0.31,0.33,0.41,0.337,0.123,0.004,0.021,0.24,0,0.547,1.158,3.217,2.104,0.213,0.313,0.02,0.154,0.025,0.029,0.257,0.272,0.01,0.117,0.074,0.094,0.561,0.865,0.325
"ENSG00000181315",6.386,4.759,5.699,5.724,14.737,13.517,14.288,11.917,10.304,7.965,4.943,4.86,6.197,3.115,7.908,2.187,5.016,3.149,3.521,10.011,10.934,5.686,3.573,3.014,9.745,2.086,4.833,2.798,2.271,3.515,3.527,3.929,4.666
"ENSG00000181322",0.029,0.005,0.046,0.006,0.415,0.116,0.314,0.043,0.025,0.037,1.065,0.077,0.271,0.005,0,0.007,0.143,1.965,0.046,0.422,0.295,0,0.013,1.043,0.142,0.841,0.204,0.045,0.035,0.046,0.031,0.474,0.067
"ENSG00000181323",0.033,0.055,0.043,0.007,0.021,0.152,0.092,0.159,0.146,0.249,0.026,0.108,0.074,0.013,0,0,0.007,0.028,0,0.006,0.004,0,0.01,0.017,0.027,0.007,0.036,0.002,0.017,0.021,0,0.011,0
"ENSG00000181333",0.087,0.028,0.016,0,0.011,0.023,0.012,0,0.087,0.091,0.057,0,0,26.829,0.474,0.01,0,0,4.666,0.614,0.839,0,0.003,0.012,0.028,0,0,0.004,0.002,0.001,0,0.315,0.006
"ENSG00000181350",3.313,0.824,0.079,0.282,1.823,2.988,2.271,0.571,2.406,3.173,196.239,24.991,22.423,0.001,13.044,0.269,5.613,4.878,2.077,130.303,140.69,5.314,0.633,2.837,3.179,3.647,0.405,0.771,0.772,17.84,22.924,2.963,10.678
"ENSG00000181355",0.022,0.004,0.004,0.01,0.003,0,0.016,0.024,0.016,0.025,0,0.006,0.005,0.002,0,0,0,0.002,0.006,0.004,0.001,0,0,0,0.002,0,0,0,0,0.003,0,0.083,0.002
"ENSG00000181371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.019
"ENSG00000181374",0.001,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0.526,0.126,0,0,1.069,0.563,0.035,7.435,0.425,3.405,0.507,1.203,0.181,1.585,1.242,3.664,1.245,8.225,0.457
"ENSG00000181378",0.059,0.058,0.023,0.002,0.071,0.183,0.236,0.048,0.065,0.063,0.003,0.028,0.09,0.002,0.011,0.097,0.063,1.462,0.002,0.778,1.007,0.036,0,2.043,0.009,0.133,0.002,0,0,0.041,0.012,0.094,0.006
"ENSG00000181381",0.212,0.017,0.36,2.228,0.09,0.101,0.259,0.188,0.231,0.164,12.887,0.837,1.278,6.864,3.171,1.917,0.449,0.8,1.589,5.436,4.401,2.414,1.398,5.79,2.787,3.001,0.718,1.879,2.131,4.395,2.748,9.414,5.921
"ENSG00000181392",8.995,6.633,3.429,0.051,2.081,1.807,1.842,0.318,3.693,7.496,0.156,0.073,0.188,0.508,0.338,3.139,0.281,0.638,1.356,4.089,6.757,5.378,0.096,13.334,0.415,9.704,0.115,0.179,0.234,3.853,1.847,3.748,0.693
"ENSG00000181396",7.412,6.385,4.29,6.191,7.558,6.139,8.797,5.722,6.952,6.304,6.539,9.935,9.658,6.388,5.312,7.045,3.909,7.104,10.343,7.111,7.414,9.488,13.869,17.553,13.962,26.423,6.457,16.662,13.959,11.906,11.694,7.677,12.04
"ENSG00000181408",0.475,0.085,0.324,0,0.128,0.331,0.333,0.549,0.314,0.242,0.02,0,0,0,0,0,0.13,0.022,0.032,0.032,0.046,0,0.145,0,0,0.126,0.022,1.122,0.125,0,0.012,0.085,0.037
"ENSG00000181409",1.175,0.171,0.043,0.132,3.521,1.647,2.011,0.257,0.678,1.507,1.975,0.945,0.95,0.154,4.547,0.183,4.263,60.441,2.463,32.611,38.292,4.343,1.253,25.789,1.274,46.555,0.238,6.65,1.914,2.409,25.155,1.521,14.353
"ENSG00000181418",0.101,0.045,0.132,0.176,0.088,0.607,3.134,0.41,0.079,0.116,0.487,0.363,0.959,0.503,0.597,0.171,5.405,111.755,0.118,0.331,0.144,0.241,0.58,0.074,0.035,0.091,61.194,1.754,0.288,0.603,0.172,0.203,0.48
"ENSG00000181433",0,0,0,0.001,0,0,0.008,0,0.02,0,0.515,0,0,0,0,0,0,0.06,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0.076,0.026
"ENSG00000181444",0.072,0.042,0.517,8.139,4.382,1.804,4.112,8.89,0.763,0.623,5.034,0.372,0.926,0.773,2.58,2.64,4.783,4.205,4.462,3.275,2.416,15.734,3.038,8.998,4.234,18.591,0.57,4.97,6.275,3.31,4.889,5.045,12.344
"ENSG00000181449",157.081,39.73,0.242,0.004,611.041,143.926,193.122,5.78,169.539,184.045,0,237.212,214.555,0.415,0.023,0.332,300.798,127.268,23.733,1.23,0.146,9.38,0.182,7.297,0.287,0.084,0.071,1.084,0.366,1.565,1.382,3.235,0.658
"ENSG00000181450",9.639,10.128,2.618,1.332,10.282,6.297,9.622,3.752,9.905,8.763,7.785,3.459,4.08,1.136,0.573,0.298,3.281,0.637,0.777,2.853,2.84,1.323,0.626,0.778,1.72,1.215,0.98,0.657,0.468,1.233,1.248,1.283,0.979
"ENSG00000181458",3.125,1.744,1.501,4.528,2.302,2.718,4.031,4.509,2.727,3.627,0.769,0.384,1.078,2.991,10.118,22.115,1.876,0.597,2.707,1.654,1.104,2.021,1.749,1.832,2.997,1.347,0.98,2.073,3.199,1.138,1.796,5.547,0.667
"ENSG00000181464",0,0.025,0.064,0.006,0.093,0.013,0.055,0,0.034,0,0.007,0,0,0.011,0,0.237,0,0.656,0.489,0.246,0.083,0,0.079,0.304,0.027,0.297,0.129,0.029,0.169,0.064,0.207,0.368,0.122
"ENSG00000181467",14.22,27.818,14.604,12.041,18.503,12.986,12.919,14.694,16.634,5.937,13.886,9.579,7.966,20.512,8.078,4.19,5.149,4.876,17.664,4.954,4.145,11.58,1.858,13.461,9.035,5.361,1.9,2.754,2.025,8.182,4.965,18.687,15.944
"ENSG00000181472",15.8,35.183,23.774,17.364,8.568,7.086,10.986,10.507,22.005,15.881,15.126,11.3,10.659,13.273,6.905,7.013,14.001,3.556,7.761,10.902,10.18,11.948,3.872,10.701,14.016,5.498,7.899,5.182,5.38,7.918,7.736,26.131,14.708
"ENSG00000181481",3.831,5.89,4.414,6.513,6.476,4.904,7.55,8.378,6.496,5.795,13.293,3.838,2.375,11.591,19.81,7.213,3.006,7.287,15.309,7.628,9.147,15.645,3.074,23.586,15.254,9.585,3.827,5.987,5.763,11.351,11.279,17.587,27.868
"ENSG00000181495",0,0.032,1.997,19.641,0.045,3.301,2.342,14.276,0.257,0.003,199.554,0.01,0.026,0.021,13.83,6.601,0.359,0.449,2.45,6.875,4.954,0.292,14.213,7.389,7.887,0.63,1.619,18.756,8.786,2.099,0.983,3.002,4.073
"ENSG00000181499",0,0.005,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0.12,0,0,0,0.007,0,0.003,0
"ENSG00000181513",5.324,0.886,1.945,2.279,5.075,2.008,4.662,1.947,1.515,4.491,8.136,4.618,3.391,1.579,63.055,42.221,3.708,10.15,8.384,6.79,7.596,18.009,3.028,13.045,15.216,44.239,1.97,7.431,5.064,11.444,12.997,16.168,26.29
"ENSG00000181518",0,0.005,0,0,0.02,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.006,0,0.008,0,0,0,0,0.18,0,0,0,0.04,0,0.025,0
"ENSG00000181523",9.254,4.808,7.706,38.172,5.592,9.934,11.542,10.611,7.525,7.946,0.348,22.819,22.506,9.935,11.205,5.617,7.159,6.134,15.683,24.112,21.198,15.314,6.604,30.741,16.647,43.749,2.522,8.803,8.322,17.685,14.355,19.244,29.638
"ENSG00000181541",0.017,0.064,0.033,11.267,5.07,5.864,32.015,12.431,1.067,0.109,0.117,0.55,0.279,0.003,11.423,0.563,0.072,0.105,0.609,16.447,8.058,0.093,0.046,0.038,0.008,0.295,0.015,0.486,0.066,19.912,9.818,0.918,0
"ENSG00000181544",3.74,4.675,2.328,0.584,3.093,2.93,4.148,2.686,4.526,5.832,1.866,1.195,1.229,2.848,0,0,1.095,0.67,0.49,0.877,0.933,0.321,0.198,0.379,0.269,0.088,0.321,0.117,0.222,0.61,0.471,0.83,0.761
"ENSG00000181552",0,0,0.373,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0.026,0.026,0,0,1.334,0
"ENSG00000181555",15.55,16.255,12.082,9.787,15.116,18.509,23.183,16.356,19.174,21.839,31.102,17.768,19.404,18.073,9.537,6.48,20.686,13.417,11.01,17.7,18.753,11.69,8.172,10.19,18.307,11.354,15.355,7.763,7.686,13.312,12.65,15.585,12.934
"ENSG00000181562",0.013,0,0.077,0,0,0.022,0.008,0.064,0,0,0,0,0.021,0,0,0,0,0,0,0,0.009,0,0.004,0,0,0,0.017,0,0,0.039,0.008,0.09,0.024
"ENSG00000181577",1.143,3.847,0.01,0.226,0.043,0.224,0.214,0.109,1.103,1.158,0.086,0.697,0.232,1.622,0.148,0.017,0.242,0.205,0.081,0.144,0.24,0.228,0.07,18.484,0.014,2.387,0.01,1.401,0.03,15.606,17.865,1.234,0.021
"ENSG00000181585",0.252,0.322,0.059,0.015,0.275,0.175,0.1,0.289,0.189,0.355,0.18,0.256,0.299,0.047,1.163,0.25,0.968,12.035,2.102,0.508,0.138,0.212,0.485,0.861,1.342,0.5,0.777,0.903,0.597,0.549,0.722,0.508,0.756
"ENSG00000181588",34.567,43.444,76.789,21.834,59.445,32.347,31.015,24.221,33.376,25.628,0.695,26.368,14.982,12.186,3.986,2.175,43.338,4.805,8.598,10.841,9.054,16.148,4.025,5.824,18.683,4.226,0.805,4.582,5.712,8.96,11.283,5.809,3.213
"ENSG00000181609",0,0,0,0,0,0,0,0,0,0,0,0.027,0.012,0,0,0,0,0,0,0.009,0.008,0,0,0,0,0,0,0,0,0,0.013,0,0
"ENSG00000181616",0,0,0,0,0.011,0,0.01,0.014,0,0.077,0.153,0.11,0.123,0.012,0,0.031,0.08,0.02,0.046,0.009,0.012,0,0.035,0.082,0.061,0.049,0,0.111,0,0.054,0,0.007,0.031
"ENSG00000181617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709,0,0,0,0.332,0.107,0.03,0,0,0.124,0,0.695,0.005,0.02,0.02,152.872,9.272,40.445,23.011
"ENSG00000181619",0.458,0.792,0.191,0.607,1.074,0.913,0.765,0.609,0.522,0.651,5.286,1.871,1.884,0.967,0.461,0.574,1.722,2.064,1.25,2.085,1.69,0.467,0.804,0.865,1.814,1.298,1.251,1.585,0.933,0.4,0.386,0.606,0.496
